"id","registry","crossreg_euctr_id","is_crossreg_eudract"
"NCT00795964","ClinicalTrials.gov",NA,FALSE
"NCT00796354","ClinicalTrials.gov",NA,FALSE
"NCT00798512","ClinicalTrials.gov",NA,FALSE
"NCT00801710","ClinicalTrials.gov",NA,FALSE
"NCT00802425","ClinicalTrials.gov","2008-000132-40",TRUE
"NCT00803634","ClinicalTrials.gov",NA,FALSE
"NCT00804817","ClinicalTrials.gov",NA,FALSE
"NCT00806663","ClinicalTrials.gov","2008-001515-37",TRUE
"NCT00807391","ClinicalTrials.gov",NA,FALSE
"NCT00810303","ClinicalTrials.gov","2009-011050-17",TRUE
"NCT00811291","ClinicalTrials.gov",NA,FALSE
"NCT00811668","ClinicalTrials.gov",NA,FALSE
"NCT00815945","ClinicalTrials.gov","2008-000245-55",TRUE
"NCT00819286","ClinicalTrials.gov",NA,FALSE
"NCT00822159","ClinicalTrials.gov",NA,FALSE
"NCT00823290","ClinicalTrials.gov",NA,FALSE
"NCT00831688","ClinicalTrials.gov",NA,FALSE
"NCT00832234","ClinicalTrials.gov","2006-003563-31",TRUE
"NCT00833014","ClinicalTrials.gov",NA,FALSE
"NCT00833768","ClinicalTrials.gov","2007-003885-16",TRUE
"NCT00837564","ClinicalTrials.gov","2007-006914-41",TRUE
"NCT00838357","ClinicalTrials.gov","2008-000689-21",TRUE
"NCT00843297","ClinicalTrials.gov",NA,FALSE
"NCT00843323","ClinicalTrials.gov",NA,FALSE
"NCT00844064","ClinicalTrials.gov",NA,FALSE
"NCT00847379","ClinicalTrials.gov",NA,FALSE
"NCT00847964","ClinicalTrials.gov",NA,FALSE
"NCT00849667","ClinicalTrials.gov",NA,FALSE
"NCT00851279","ClinicalTrials.gov",NA,FALSE
"NCT00852670","ClinicalTrials.gov",NA,FALSE
"NCT00854516","ClinicalTrials.gov",NA,FALSE
"NCT00860730","ClinicalTrials.gov",NA,FALSE
"NCT00862511","ClinicalTrials.gov",NA,FALSE
"NCT00866073","ClinicalTrials.gov",NA,FALSE
"NCT00867750","ClinicalTrials.gov","2006-006478-79",TRUE
"NCT00868166","ClinicalTrials.gov","2008-007320-25",TRUE
"NCT00869726","ClinicalTrials.gov",NA,FALSE
"NCT00872716","ClinicalTrials.gov","2008-001371-30",TRUE
"NCT00873119","ClinicalTrials.gov",NA,FALSE
"NCT00875914","ClinicalTrials.gov",NA,FALSE
"NCT00876720","ClinicalTrials.gov",NA,FALSE
"NCT00878722","ClinicalTrials.gov",NA,FALSE
"NCT00887744","ClinicalTrials.gov",NA,FALSE
"NCT00889343","ClinicalTrials.gov",NA,FALSE
"NCT00891826","ClinicalTrials.gov",NA,FALSE
"NCT00895609","ClinicalTrials.gov","2008-008239-27",TRUE
"NCT00897897","ClinicalTrials.gov",NA,FALSE
"NCT00900107","ClinicalTrials.gov",NA,FALSE
"NCT00901914","ClinicalTrials.gov","2007-007869-21",TRUE
"NCT00902252","ClinicalTrials.gov",NA,FALSE
"NCT00902876","ClinicalTrials.gov",NA,FALSE
"NCT00902941","ClinicalTrials.gov","2008-005085-30",TRUE
"NCT00904657","ClinicalTrials.gov",NA,FALSE
"NCT00905268","ClinicalTrials.gov",NA,FALSE
"NCT00905840","ClinicalTrials.gov",NA,FALSE
"NCT00906763","ClinicalTrials.gov",NA,FALSE
"NCT00909025","ClinicalTrials.gov",NA,FALSE
"NCT00910312","ClinicalTrials.gov",NA,FALSE
"NCT00913744","ClinicalTrials.gov",NA,FALSE
"NCT00919295","ClinicalTrials.gov",NA,FALSE
"NCT00923234","ClinicalTrials.gov",NA,FALSE
"NCT00927173","ClinicalTrials.gov",NA,FALSE
"NCT00927797","ClinicalTrials.gov",NA,FALSE
"NCT00928616","ClinicalTrials.gov",NA,FALSE
"NCT00929942","ClinicalTrials.gov",NA,FALSE
"NCT00930475","ClinicalTrials.gov",NA,FALSE
"NCT00930644","ClinicalTrials.gov","2009-011679-65",TRUE
"NCT00933374","ClinicalTrials.gov",NA,FALSE
"NCT00934687","ClinicalTrials.gov",NA,FALSE
"NCT00938743","ClinicalTrials.gov","2007-004309-90",TRUE
"NCT00941213","ClinicalTrials.gov",NA,FALSE
"NCT00941460","ClinicalTrials.gov","2008-006871-60",TRUE
"NCT00951587","ClinicalTrials.gov",NA,FALSE
"NCT00953264","ClinicalTrials.gov",NA,FALSE
"NCT00955565","ClinicalTrials.gov",NA,FALSE
"NCT00958165","ClinicalTrials.gov",NA,FALSE
"NCT00958750","ClinicalTrials.gov","2008-001770-33",TRUE
"NCT00959374","ClinicalTrials.gov",NA,FALSE
"NCT00974506","ClinicalTrials.gov",NA,FALSE
"NCT00976859","ClinicalTrials.gov",NA,FALSE
"NCT00979966","ClinicalTrials.gov","2009-010143-13",TRUE
"NCT00989352","ClinicalTrials.gov","2008-007645-31",TRUE
"NCT00993980","ClinicalTrials.gov",NA,FALSE
"NCT01002703","ClinicalTrials.gov",NA,FALSE
"NCT01010243","ClinicalTrials.gov",NA,FALSE
"NCT01013259","ClinicalTrials.gov",NA,FALSE
"NCT01014767","ClinicalTrials.gov",NA,FALSE
"NCT01016873","ClinicalTrials.gov",NA,FALSE
"NCT01019434","ClinicalTrials.gov","2015-002752-27",TRUE
"NCT01022177","ClinicalTrials.gov",NA,FALSE
"NCT01030185","ClinicalTrials.gov",NA,FALSE
"NCT01032681","ClinicalTrials.gov",NA,FALSE
"NCT01035502","ClinicalTrials.gov",NA,FALSE
"NCT01037231","ClinicalTrials.gov",NA,FALSE
"NCT01038804","ClinicalTrials.gov","2009-012439-14",TRUE
"NCT01039103","ClinicalTrials.gov","2009-013884-21",TRUE
"NCT01043419","ClinicalTrials.gov","2009-012449-48",TRUE
"NCT01049100","ClinicalTrials.gov",NA,FALSE
"NCT01049399","ClinicalTrials.gov",NA,FALSE
"NCT01049971","ClinicalTrials.gov",NA,FALSE
"NCT01051518","ClinicalTrials.gov",NA,FALSE
"NCT01052623","ClinicalTrials.gov",NA,FALSE
"NCT01055119","ClinicalTrials.gov",NA,FALSE
"NCT01059266","ClinicalTrials.gov",NA,FALSE
"NCT01060501","ClinicalTrials.gov",NA,FALSE
"NCT01065246","ClinicalTrials.gov","2009-014076-22",TRUE
"NCT01065935","ClinicalTrials.gov",NA,FALSE
"NCT01066832","ClinicalTrials.gov",NA,FALSE
"NCT01072305","ClinicalTrials.gov",NA,FALSE
"NCT01072487","ClinicalTrials.gov",NA,FALSE
"NCT01073917","ClinicalTrials.gov",NA,FALSE
"NCT01078168","ClinicalTrials.gov","2009-011881-27",TRUE
"NCT01079091","ClinicalTrials.gov",NA,FALSE
"NCT01079104","ClinicalTrials.gov",NA,FALSE
"NCT01080690","ClinicalTrials.gov",NA,FALSE
"NCT01084382","ClinicalTrials.gov",NA,FALSE
"NCT01086839","ClinicalTrials.gov",NA,FALSE
"NCT01090401","ClinicalTrials.gov",NA,FALSE
"NCT01094678","ClinicalTrials.gov",NA,FALSE
"NCT01095926","ClinicalTrials.gov","2009-011454-17",TRUE
"NCT01097434","ClinicalTrials.gov",NA,FALSE
"NCT01101399","ClinicalTrials.gov",NA,FALSE
"NCT01105143","ClinicalTrials.gov",NA,FALSE
"NCT01105728","ClinicalTrials.gov",NA,FALSE
"NCT01114165","ClinicalTrials.gov",NA,FALSE
"NCT01115192","ClinicalTrials.gov",NA,FALSE
"NCT01116466","ClinicalTrials.gov",NA,FALSE
"NCT01117519","ClinicalTrials.gov","2009-016043-19",TRUE
"NCT01117597","ClinicalTrials.gov",NA,FALSE
"NCT01117818","ClinicalTrials.gov","2009-016504-22",TRUE
"NCT01121666","ClinicalTrials.gov","2010-019287-37",TRUE
"NCT01122433","ClinicalTrials.gov",NA,FALSE
"NCT01123473","ClinicalTrials.gov","2009-011580-36",TRUE
"NCT01123512","ClinicalTrials.gov",NA,FALSE
"NCT01124149","ClinicalTrials.gov","2009-017044-13",TRUE
"NCT01124786","ClinicalTrials.gov",NA,FALSE
"NCT01125813","ClinicalTrials.gov",NA,FALSE
"NCT01130493","ClinicalTrials.gov",NA,FALSE
"NCT01133327","ClinicalTrials.gov",NA,FALSE
"NCT01137305","ClinicalTrials.gov",NA,FALSE
"NCT01137734","ClinicalTrials.gov",NA,FALSE
"NCT01137968","ClinicalTrials.gov",NA,FALSE
"NCT01145092","ClinicalTrials.gov",NA,FALSE
"NCT01145248","ClinicalTrials.gov",NA,FALSE
"NCT01146444","ClinicalTrials.gov",NA,FALSE
"NCT01147874","ClinicalTrials.gov",NA,FALSE
"NCT01153139","ClinicalTrials.gov",NA,FALSE
"NCT01153750","ClinicalTrials.gov",NA,FALSE
"NCT01158599","ClinicalTrials.gov",NA,FALSE
"NCT01159366","ClinicalTrials.gov",NA,FALSE
"NCT01160419","ClinicalTrials.gov","2008-007546-56",TRUE
"NCT01168791","ClinicalTrials.gov","2010-019866-96",TRUE
"NCT01170936","ClinicalTrials.gov","2010-020063-21",TRUE
"NCT01171274","ClinicalTrials.gov",NA,FALSE
"NCT01171339","ClinicalTrials.gov",NA,FALSE
"NCT01171820","ClinicalTrials.gov",NA,FALSE
"NCT01174420","ClinicalTrials.gov",NA,FALSE
"NCT01174498","ClinicalTrials.gov",NA,FALSE
"NCT01174992","ClinicalTrials.gov","2009-016501-41",TRUE
"NCT01176721","ClinicalTrials.gov",NA,FALSE
"NCT01180205","ClinicalTrials.gov","2009-017010-68",TRUE
"NCT01180322","ClinicalTrials.gov","2009-011889-28",TRUE
"NCT01181401","ClinicalTrials.gov","2010-019347-18",TRUE
"NCT01185613","ClinicalTrials.gov",NA,FALSE
"NCT01186263","ClinicalTrials.gov","2008-005609-21",TRUE
"NCT01186861","ClinicalTrials.gov","2010-020916-12",TRUE
"NCT01187303","ClinicalTrials.gov","2010-022180-35",TRUE
"NCT01187888","ClinicalTrials.gov","2008-007520-26",TRUE
"NCT01188902","ClinicalTrials.gov",NA,FALSE
"NCT01189253","ClinicalTrials.gov","2009-014889-26",TRUE
"NCT01191359","ClinicalTrials.gov","2009-014580-39",TRUE
"NCT01192269","ClinicalTrials.gov",NA,FALSE
"NCT01194219","ClinicalTrials.gov",NA,FALSE
"NCT01196195","ClinicalTrials.gov","2009-013648-35",TRUE
"NCT01206790","ClinicalTrials.gov",NA,FALSE
"NCT01207960","ClinicalTrials.gov",NA,FALSE
"NCT01208194","ClinicalTrials.gov","2009-017432-40",TRUE
"NCT01209377","ClinicalTrials.gov",NA,FALSE
"NCT01212718","ClinicalTrials.gov",NA,FALSE
"NCT01214278","ClinicalTrials.gov",NA,FALSE
"NCT01215266","ClinicalTrials.gov","2005-006098-29",TRUE
"NCT01216605","ClinicalTrials.gov",NA,FALSE
"NCT01218217","ClinicalTrials.gov",NA,FALSE
"NCT01220544","ClinicalTrials.gov",NA,FALSE
"NCT01221610","ClinicalTrials.gov",NA,FALSE
"NCT01223352","ClinicalTrials.gov",NA,FALSE
"NCT01225380","ClinicalTrials.gov",NA,FALSE
"NCT01228799","ClinicalTrials.gov",NA,FALSE
"NCT01229306","ClinicalTrials.gov",NA,FALSE
"NCT01230723","ClinicalTrials.gov",NA,FALSE
"NCT01232283","ClinicalTrials.gov",NA,FALSE
"NCT01233180","ClinicalTrials.gov",NA,FALSE
"NCT01234194","ClinicalTrials.gov",NA,FALSE
"NCT01234662","ClinicalTrials.gov",NA,FALSE
"NCT01236300","ClinicalTrials.gov",NA,FALSE
"NCT01237756","ClinicalTrials.gov",NA,FALSE
"NCT01238107","ClinicalTrials.gov",NA,FALSE
"NCT01238835","ClinicalTrials.gov",NA,FALSE
"NCT01240083","ClinicalTrials.gov",NA,FALSE
"NCT01242345","ClinicalTrials.gov",NA,FALSE
"NCT01245985","ClinicalTrials.gov",NA,FALSE
"NCT01247051","ClinicalTrials.gov",NA,FALSE
"NCT01249638","ClinicalTrials.gov","2009-013099-38",TRUE
"NCT01252940","ClinicalTrials.gov","2010-023178-37",TRUE
"NCT01253096","ClinicalTrials.gov",NA,FALSE
"NCT01255722","ClinicalTrials.gov",NA,FALSE
"NCT01255813","ClinicalTrials.gov",NA,FALSE
"NCT01256996","ClinicalTrials.gov",NA,FALSE
"NCT01262521","ClinicalTrials.gov",NA,FALSE
"NCT01262677","ClinicalTrials.gov","2010-019035-35",TRUE
"NCT01264640","ClinicalTrials.gov",NA,FALSE
"NCT01269151","ClinicalTrials.gov","2010-021777-37",TRUE
"NCT01271595","ClinicalTrials.gov",NA,FALSE
"NCT01271790","ClinicalTrials.gov",NA,FALSE
"NCT01272674","ClinicalTrials.gov",NA,FALSE
"NCT01275508","ClinicalTrials.gov","2010-018959-99",TRUE
"NCT01277406","ClinicalTrials.gov",NA,FALSE
"NCT01280032","ClinicalTrials.gov",NA,FALSE
"NCT01282827","ClinicalTrials.gov",NA,FALSE
"NCT01283776","ClinicalTrials.gov","2010-022058-18",TRUE
"NCT01291199","ClinicalTrials.gov","2005-000295-41",TRUE
"NCT01293266","ClinicalTrials.gov",NA,FALSE
"NCT01294241","ClinicalTrials.gov","2010-019945-24",TRUE
"NCT01296776","ClinicalTrials.gov",NA,FALSE
"NCT01299324","ClinicalTrials.gov",NA,FALSE
"NCT01299480","ClinicalTrials.gov","2009-014493-18",TRUE
"NCT01303588","ClinicalTrials.gov",NA,FALSE
"NCT01303822","ClinicalTrials.gov",NA,FALSE
"NCT01304368","ClinicalTrials.gov",NA,FALSE
"NCT01309178","ClinicalTrials.gov","2008-002673-13",TRUE
"NCT01309243","ClinicalTrials.gov",NA,FALSE
"NCT01313013","ClinicalTrials.gov",NA,FALSE
"NCT01315002","ClinicalTrials.gov","2008-001362-90",TRUE
"NCT01316198","ClinicalTrials.gov",NA,FALSE
"NCT01328795","ClinicalTrials.gov",NA,FALSE
"NCT01330394","ClinicalTrials.gov",NA,FALSE
"NCT01330823","ClinicalTrials.gov",NA,FALSE
"NCT01331798","ClinicalTrials.gov",NA,FALSE
"NCT01333397","ClinicalTrials.gov","2010-019085-82",TRUE
"NCT01339819","ClinicalTrials.gov","2011-000503-40",TRUE
"NCT01345630","ClinicalTrials.gov","2010-021785-30",TRUE
"NCT01350986","ClinicalTrials.gov",NA,FALSE
"NCT01352988","ClinicalTrials.gov","2010-023645-29",TRUE
"NCT01357980","ClinicalTrials.gov","2010-023210-31",TRUE
"NCT01363362","ClinicalTrials.gov",NA,FALSE
"NCT01370551","ClinicalTrials.gov","2010-022007-22",TRUE
"NCT01378078","ClinicalTrials.gov",NA,FALSE
"NCT01382017","ClinicalTrials.gov",NA,FALSE
"NCT01386619","ClinicalTrials.gov",NA,FALSE
"NCT01387048","ClinicalTrials.gov","2011-000152-42",TRUE
"NCT01387399","ClinicalTrials.gov","2010-024652-28",TRUE
"NCT01388231","ClinicalTrials.gov",NA,FALSE
"NCT01391338","ClinicalTrials.gov","2010-023775-25",TRUE
"NCT01395706","ClinicalTrials.gov",NA,FALSE
"NCT01406067","ClinicalTrials.gov",NA,FALSE
"NCT01411566","ClinicalTrials.gov",NA,FALSE
"NCT01418066","ClinicalTrials.gov",NA,FALSE
"NCT01419249","ClinicalTrials.gov",NA,FALSE
"NCT01420211","ClinicalTrials.gov","2006-005249-13",TRUE
"NCT01433523","ClinicalTrials.gov","2010-018621-19",TRUE
"NCT01435226","ClinicalTrials.gov",NA,FALSE
"NCT01436162","ClinicalTrials.gov","2011-003006-25",TRUE
"NCT01438463","ClinicalTrials.gov",NA,FALSE
"NCT01439958","ClinicalTrials.gov","2011-004304-38",TRUE
"NCT01441791","ClinicalTrials.gov",NA,FALSE
"NCT01441986","ClinicalTrials.gov",NA,FALSE
"NCT01448265","ClinicalTrials.gov",NA,FALSE
"NCT01448785","ClinicalTrials.gov",NA,FALSE
"NCT01460758","ClinicalTrials.gov",NA,FALSE
"NCT01468740","ClinicalTrials.gov",NA,FALSE
"NCT01474265","ClinicalTrials.gov","2011-000843-26",TRUE
"NCT01475994","ClinicalTrials.gov",NA,FALSE
"NCT01478880","ClinicalTrials.gov",NA,FALSE
"NCT01481155","ClinicalTrials.gov",NA,FALSE
"NCT01481909","ClinicalTrials.gov",NA,FALSE
"NCT01485952","ClinicalTrials.gov","2010-021563-32",TRUE
"NCT01498731","ClinicalTrials.gov",NA,FALSE
"NCT01502163","ClinicalTrials.gov",NA,FALSE
"NCT01510860","ClinicalTrials.gov",NA,FALSE
"NCT01519466","ClinicalTrials.gov",NA,FALSE
"NCT01521585","ClinicalTrials.gov",NA,FALSE
"NCT01522911","ClinicalTrials.gov",NA,FALSE
"NCT01523743","ClinicalTrials.gov",NA,FALSE
"NCT01530399","ClinicalTrials.gov",NA,FALSE
"NCT01538173","ClinicalTrials.gov",NA,FALSE
"NCT01541410","ClinicalTrials.gov",NA,FALSE
"NCT01553838","ClinicalTrials.gov",NA,FALSE
"NCT01554709","ClinicalTrials.gov",NA,FALSE
"NCT01556529","ClinicalTrials.gov",NA,FALSE
"NCT01561248","ClinicalTrials.gov",NA,FALSE
"NCT01566708","ClinicalTrials.gov",NA,FALSE
"NCT01567956","ClinicalTrials.gov","2011-004770-28",TRUE
"NCT01575704","ClinicalTrials.gov",NA,FALSE
"NCT01577134","ClinicalTrials.gov",NA,FALSE
"NCT01581346","ClinicalTrials.gov",NA,FALSE
"NCT01582893","ClinicalTrials.gov",NA,FALSE
"NCT01583075","ClinicalTrials.gov",NA,FALSE
"NCT01587157","ClinicalTrials.gov",NA,FALSE
"NCT01595997","ClinicalTrials.gov",NA,FALSE
"NCT01596777","ClinicalTrials.gov","2009-014357-32",TRUE
"NCT01601769","ClinicalTrials.gov",NA,FALSE
"NCT01605487","ClinicalTrials.gov",NA,FALSE
"NCT01606462","ClinicalTrials.gov",NA,FALSE
"NCT01607775","ClinicalTrials.gov",NA,FALSE
"NCT01607970","ClinicalTrials.gov",NA,FALSE
"NCT01609946","ClinicalTrials.gov",NA,FALSE
"NCT01612754","ClinicalTrials.gov",NA,FALSE
"NCT01613287","ClinicalTrials.gov",NA,FALSE
"NCT01616966","ClinicalTrials.gov",NA,FALSE
"NCT01626274","ClinicalTrials.gov",NA,FALSE
"NCT01627457","ClinicalTrials.gov",NA,FALSE
"NCT01631799","ClinicalTrials.gov",NA,FALSE
"NCT01634958","ClinicalTrials.gov","2012-000416-28",TRUE
"NCT01635608","ClinicalTrials.gov","2011-000228-13",TRUE
"NCT01638793","ClinicalTrials.gov",NA,FALSE
"NCT01638832","ClinicalTrials.gov",NA,FALSE
"NCT01644032","ClinicalTrials.gov",NA,FALSE
"NCT01655290","ClinicalTrials.gov","2010-022570-13",TRUE
"NCT01655979","ClinicalTrials.gov",NA,FALSE
"NCT01656720","ClinicalTrials.gov",NA,FALSE
"NCT01660464","ClinicalTrials.gov",NA,FALSE
"NCT01662232","ClinicalTrials.gov",NA,FALSE
"NCT01663311","ClinicalTrials.gov",NA,FALSE
"NCT01664832","ClinicalTrials.gov",NA,FALSE
"NCT01669382","ClinicalTrials.gov",NA,FALSE
"NCT01669863","ClinicalTrials.gov",NA,FALSE
"NCT01673763","ClinicalTrials.gov",NA,FALSE
"NCT01676246","ClinicalTrials.gov","2007-007483-17",TRUE
"NCT01692041","ClinicalTrials.gov",NA,FALSE
"NCT01693497","ClinicalTrials.gov",NA,FALSE
"NCT01696526","ClinicalTrials.gov",NA,FALSE
"NCT01697306","ClinicalTrials.gov",NA,FALSE
"NCT01701479","ClinicalTrials.gov","2009-018077-31",TRUE
"NCT01703832","ClinicalTrials.gov","2012-002358-22",TRUE
"NCT01713426","ClinicalTrials.gov","2011-005872-41",TRUE
"NCT01716832","ClinicalTrials.gov",NA,FALSE
"NCT01726010","ClinicalTrials.gov",NA,FALSE
"NCT01729234","ClinicalTrials.gov",NA,FALSE
"NCT01742468","ClinicalTrials.gov",NA,FALSE
"NCT01750489","ClinicalTrials.gov",NA,FALSE
"NCT01752725","ClinicalTrials.gov",NA,FALSE
"NCT01755143","ClinicalTrials.gov",NA,FALSE
"NCT01761448","ClinicalTrials.gov",NA,FALSE
"NCT01763294","ClinicalTrials.gov",NA,FALSE
"NCT01767545","ClinicalTrials.gov",NA,FALSE
"NCT01788800","ClinicalTrials.gov",NA,FALSE
"NCT01793558","ClinicalTrials.gov",NA,FALSE
"NCT01798160","ClinicalTrials.gov",NA,FALSE
"NCT01801280","ClinicalTrials.gov","2010-021275-92",TRUE
"NCT01811615","ClinicalTrials.gov",NA,FALSE
"NCT01811914","ClinicalTrials.gov",NA,FALSE
"NCT01820702","ClinicalTrials.gov",NA,FALSE
"NCT01831947","ClinicalTrials.gov","2009-017324-11",TRUE
"NCT01834547","ClinicalTrials.gov",NA,FALSE
"NCT01834573","ClinicalTrials.gov",NA,FALSE
"NCT01837901","ClinicalTrials.gov",NA,FALSE
"NCT01841567","ClinicalTrials.gov",NA,FALSE
"NCT01845142","ClinicalTrials.gov","2012-003217-33",TRUE
"NCT01859416","ClinicalTrials.gov",NA,FALSE
"NCT01880697","ClinicalTrials.gov","2013-000621-30",TRUE
"NCT01880970","ClinicalTrials.gov",NA,FALSE
"NCT01900067","ClinicalTrials.gov",NA,FALSE
"NCT01903538","ClinicalTrials.gov",NA,FALSE
"NCT01905254","ClinicalTrials.gov",NA,FALSE
"NCT01908244","ClinicalTrials.gov",NA,FALSE
"NCT01908270","ClinicalTrials.gov",NA,FALSE
"NCT01921777","ClinicalTrials.gov","2009-010899-17",TRUE
"NCT01923961","ClinicalTrials.gov",NA,FALSE
"NCT01927991","ClinicalTrials.gov",NA,FALSE
"NCT01933191","ClinicalTrials.gov",NA,FALSE
"NCT01939639","ClinicalTrials.gov",NA,FALSE
"NCT01981915","ClinicalTrials.gov",NA,FALSE
"NCT01993056","ClinicalTrials.gov",NA,FALSE
"NCT02001636","ClinicalTrials.gov",NA,FALSE
"NCT02039648","ClinicalTrials.gov",NA,FALSE
"NCT02112396","ClinicalTrials.gov",NA,FALSE
"NCT02125669","ClinicalTrials.gov",NA,FALSE
"NCT02149927","ClinicalTrials.gov",NA,FALSE
"NCT02154607","ClinicalTrials.gov",NA,FALSE
"NCT02197546","ClinicalTrials.gov",NA,FALSE
"NCT02199106","ClinicalTrials.gov",NA,FALSE
"NCT02267499","ClinicalTrials.gov",NA,FALSE
"NCT02297646","ClinicalTrials.gov",NA,FALSE
"NCT02340351","ClinicalTrials.gov",NA,FALSE
"NCT02359266","ClinicalTrials.gov",NA,FALSE
"NCT02425163","ClinicalTrials.gov",NA,FALSE
"NCT02480608","ClinicalTrials.gov",NA,FALSE
"NCT02487368","ClinicalTrials.gov",NA,FALSE
"NCT02515019","ClinicalTrials.gov",NA,FALSE
"NCT02529358","ClinicalTrials.gov",NA,FALSE
"NCT02548208","ClinicalTrials.gov",NA,FALSE
"NCT02557113","ClinicalTrials.gov",NA,FALSE
"NCT02585882","ClinicalTrials.gov",NA,FALSE
"NCT02643602","ClinicalTrials.gov",NA,FALSE
"NCT02651766","ClinicalTrials.gov",NA,FALSE
"NCT02711202","ClinicalTrials.gov","2006-003110-18",TRUE
"NCT02771652","ClinicalTrials.gov",NA,FALSE
"NCT02804412","ClinicalTrials.gov",NA,FALSE
"NCT02920164","ClinicalTrials.gov",NA,FALSE
"NCT03063008","ClinicalTrials.gov",NA,FALSE
"DRKS00003240","DRKS",NA,FALSE
"DRKS00000005","DRKS",NA,FALSE
"DRKS00000041","DRKS",NA,FALSE
"DRKS00000053","DRKS",NA,FALSE
"DRKS00000058","DRKS",NA,FALSE
"DRKS00000060","DRKS",NA,FALSE
"DRKS00000077","DRKS",NA,FALSE
"DRKS00000081","DRKS",NA,FALSE
"DRKS00000086","DRKS",NA,FALSE
"DRKS00000093","DRKS",NA,FALSE
"DRKS00000096","DRKS",NA,FALSE
"DRKS00000104","DRKS",NA,FALSE
"DRKS00000125","DRKS",NA,FALSE
"DRKS00000138","DRKS",NA,FALSE
"DRKS00000145","DRKS",NA,FALSE
"DRKS00000150","DRKS",NA,FALSE
"DRKS00000157","DRKS",NA,FALSE
"DRKS00000184","DRKS",NA,FALSE
"DRKS00000195","DRKS",NA,FALSE
"DRKS00000245","DRKS",NA,FALSE
"DRKS00000337","DRKS",NA,FALSE
"DRKS00000341","DRKS",NA,FALSE
"DRKS00000449","DRKS",NA,FALSE
"DRKS00000450","DRKS",NA,FALSE
"DRKS00000472","DRKS",NA,FALSE
"DRKS00000481","DRKS",NA,FALSE
"DRKS00000486","DRKS",NA,FALSE
"DRKS00000550","DRKS",NA,FALSE
"DRKS00000573","DRKS",NA,FALSE
"DRKS00000575","DRKS",NA,FALSE
"DRKS00000639","DRKS",NA,FALSE
"DRKS00000644","DRKS",NA,FALSE
"DRKS00000651","DRKS",NA,FALSE
"DRKS00000653","DRKS",NA,FALSE
"DRKS00000662","DRKS",NA,FALSE
"DRKS00000666","DRKS",NA,FALSE
"DRKS00000671","DRKS",NA,FALSE
"DRKS00000691","DRKS",NA,FALSE
"DRKS00000710","DRKS",NA,FALSE
"DRKS00000715","DRKS",NA,FALSE
"DRKS00000723","DRKS",NA,FALSE
"DRKS00000747","DRKS",NA,FALSE
"DRKS00000755","DRKS",NA,FALSE
"DRKS00000767","DRKS",NA,FALSE
"DRKS00000769","DRKS",NA,FALSE
"DRKS00000788","DRKS",NA,FALSE
"DRKS00001901","DRKS",NA,FALSE
"DRKS00003085","DRKS",NA,FALSE
"DRKS00003111","DRKS",NA,FALSE
"DRKS00003121","DRKS",NA,FALSE
"DRKS00003170","DRKS",NA,FALSE
"DRKS00003172","DRKS",NA,FALSE
"DRKS00003174","DRKS",NA,FALSE
"DRKS00003332","DRKS",NA,FALSE
"DRKS00003356","DRKS",NA,FALSE
"DRKS00003488","DRKS",NA,FALSE
"DRKS00003545","DRKS",NA,FALSE
"DRKS00003567","DRKS",NA,FALSE
"DRKS00003577","DRKS",NA,FALSE
"DRKS00003582","DRKS",NA,FALSE
"DRKS00003594","DRKS",NA,FALSE
"DRKS00003609","DRKS",NA,FALSE
"DRKS00003635","DRKS",NA,FALSE
"DRKS00003728","DRKS",NA,FALSE
"DRKS00003788","DRKS",NA,FALSE
"DRKS00003802","DRKS",NA,FALSE
"DRKS00003856","DRKS",NA,FALSE
"DRKS00003894","DRKS",NA,FALSE
"DRKS00003934","DRKS",NA,FALSE
"DRKS00004097","DRKS",NA,FALSE
"DRKS00004163","DRKS",NA,FALSE
"DRKS00004309","DRKS",NA,FALSE
"DRKS00004454","DRKS",NA,FALSE
"DRKS00004524","DRKS",NA,FALSE
"DRKS00004558","DRKS",NA,FALSE
"DRKS00004595","DRKS",NA,FALSE
"DRKS00005118","DRKS",NA,FALSE
"DRKS00005353","DRKS",NA,FALSE
"DRKS00000101","DRKS",NA,FALSE
"DRKS00000214","DRKS",NA,FALSE
"DRKS00000371","DRKS",NA,FALSE
"DRKS00000390","DRKS",NA,FALSE
"DRKS00000467","DRKS",NA,FALSE
"DRKS00000492","DRKS",NA,FALSE
"DRKS00000494","DRKS",NA,FALSE
"DRKS00000520","DRKS",NA,FALSE
"DRKS00000534","DRKS",NA,FALSE
"DRKS00000751","DRKS",NA,FALSE
"DRKS00000752","DRKS",NA,FALSE
"DRKS00000760","DRKS",NA,FALSE
"DRKS00000792","DRKS",NA,FALSE
"DRKS00003308","DRKS",NA,FALSE
"DRKS00003980","DRKS",NA,FALSE
"DRKS00004061","DRKS",NA,FALSE
"DRKS00004327","DRKS",NA,FALSE
"DRKS00004685","DRKS",NA,FALSE
"DRKS00004846","DRKS",NA,FALSE
"DRKS00005050","DRKS",NA,FALSE
"DRKS00005132","DRKS",NA,FALSE
"DRKS00005181","DRKS",NA,FALSE
"DRKS00005295","DRKS",NA,FALSE
"DRKS00000003","DRKS",NA,FALSE
"DRKS00000043","DRKS",NA,FALSE
"DRKS00000068","DRKS",NA,FALSE
"DRKS00000148","DRKS",NA,FALSE
