"","nctid","anticipated_enrollment","actual_enrollment","has_summary_result","start_date","stop_date","trial_days","source","reason_for_termination","reason_category","primary_reason_recoded","combination_reason_category"
"315","NCT01868503",22,7,TRUE,"2013/07/01 00:00:00","2014-12-01",518,"Contrast","Protocol modification","other","Other/unspecified reason",NA
"316","NCT01406795",15,1,TRUE,"2010/12/01 00:00:00","2014-12-01",1461,"Contrast","Poor enrollment and advances in venoplasty only techniques of the femoral vein","scientific_reason","External evidence","both_scientific_and_non_scientific"
"317","NCT01313884",20,3,TRUE,"2011/05/01 00:00:00","2013-11-01",915,"Contrast","Study did not reach primary objective; study did not accrue enough patients.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"318","NCT01893879",120,14,TRUE,"2014/04/01 00:00:00","2015-04-01",365,"Contrast","insufficient enrollment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"319","NCT01928030",23,3,TRUE,"2013/12/01 00:00:00","2015-11-01",700,"Contrast","Low accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"320","NCT01364259",208,17,TRUE,"2008/09/01 00:00:00","2014-01-01",1948,"Contrast","Patterns of practice changed and this technique is no longer used.","scientific_reason","External evidence","scientific_reason"
"321","NCT01769222",69,3,TRUE,"2013/02/01 00:00:00","2014-11-01",638,"Contrast","Planned Future Study","other","Other/unspecified reason",NA
"322","NCT03023709",NA,3,TRUE,"2015/09/01 00:00:00","2015-12-01",91,"Contrast","Due to the ACIP guidelines halting the use of LAIV","scientific_reason","External evidence","scientific_reason"
"323","NCT01823679",19,2,TRUE,"2013/03/01 00:00:00","2014-05-01",426,"Contrast","Low accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"324","NCT02030405",16,4,TRUE,"2014/03/01 00:00:00","2015-11-01",610,"Contrast","Regulatory","scientific_reason","Evidence of harm","scientific_reason"
"325","NCT02175745",50,2,TRUE,"2014/12/01 00:00:00","2015-08-01",243,"Contrast","Re-evaluate indication with the referring physicians","other","Other/unspecified reason",NA
"326","NCT03028987",12,10,TRUE,"2014/11/19 00:00:00","2015-11-18",364,"Contrast","LAIV was no longer recommended by ACIP","scientific_reason","External evidence","scientific_reason"
"327","NCT00481832",25,50,TRUE,"2007/01/01 00:00:00","2014-10-27",2856,"Contrast","Accrual Factor","non_scientific_reason","Low accrual rate","non_scientific_reason"
"328","NCT02877732",100,12,TRUE,"2016/07/01 00:00:00","2017-04-01",274,"Contrast","The funding sponsor elected to terminate the study.","non_scientific_reason","Lack of funding","non_scientific_reason"
"329","NCT02415608",11,4,TRUE,"2015/03/01 00:00:00","2017-03-14",744,"Contrast","Slow accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"330","NCT01846624",36,13,TRUE,"2013/06/01 00:00:00","2016-07-22",1147,"Contrast","Accrual factor","non_scientific_reason","Low accrual rate","non_scientific_reason"
"331","NCT03206216",50,1,TRUE,"2017/08/04 00:00:00","2017-10-30",87,"Contrast","Business decision","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"332","NCT01472445",60,41,TRUE,"2011/11/01 00:00:00","2014-10-01",1065,"Contrast","Slow accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"333","NCT00568633",150,58,TRUE,"2007/08/01 00:00:00","2017-12-01",3775,"Contrast","Poor accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"334","NCT03061279",500,1,TRUE,"2017/04/01 00:00:00","2017-10-26",208,"Contrast","Problem negotiating other sites","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"335","NCT01745354",12,6,FALSE,"2012/08/01 00:00:00","2014-11-01",822,"Contrast","Accrual issues - Slow accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"336","NCT01857752",16,3,FALSE,"2012/03/01 00:00:00","2015-06-01",1187,"Contrast","accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"337","NCT01904643",30,17,FALSE,"2014/02/01 00:00:00","2015-05-13",466,"Contrast","Accrual factor","non_scientific_reason","Low accrual rate","non_scientific_reason"
"338","NCT02075190",150,89,FALSE,"2014/02/01 00:00:00","2015-08-01",546,"Contrast","Dr. Gyurak is no longer doing and ended her NARSAD early.","non_scientific_reason","Principal investigator departure","non_scientific_reason"
"339","NCT02436460",12,4,FALSE,"2015/05/01 00:00:00","2016-03-01",305,"Contrast","Re-initiate a new trial per the discussion with FDA","scientific_reason","Internal evidence (unspecified)","scientific_reason"
"340","NCT02042157",400,28,FALSE,"2015/01/01 00:00:00","2016-12-01",700,"Contrast","Equipment malfunction.","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"341","NCT02890875",40,3,FALSE,"2016/08/01 00:00:00","2018-09-01",761,"Contrast","Low recruitment","non_scientific_reason","Low accrual rate","non_scientific_reason"
"342","NCT01188486",12,12,FALSE,"2010/08/01 00:00:00","2017-04-30",2464,"Contrast","Business decision","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"343","NCT02429804",15,4,FALSE,"2015/04/01 00:00:00","2017-05-15",775,"Contrast","Accrual factor","non_scientific_reason","Low accrual rate","non_scientific_reason"
"344","NCT02435225",50,14,FALSE,"2014/05/01 00:00:00","2014-06-01",31,"Contrast","Change in goals of PI","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"345","NCT02708511",10,2,FALSE,"2016/08/01 00:00:00","2017-10-11",436,"Contrast","[No reason posted]","reason_not_provided","Reason not provided",NA
"346","NCT02049801",19,1,FALSE,"2014/12/01 00:00:00","2015-02-04",65,"Contrast","logistics","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"347","NCT02635074",18,2,FALSE,"2016/11/01 00:00:00","2017-07-18",259,"Contrast","safety","scientific_reason","Evidence of harm","scientific_reason"
"348","NCT01192776",726,364,TRUE,"2010/09/01 00:00:00","2016-03-01",2008,"Contrast","The trial closed for emerging safety profile and futility analysis and will not resume.","scientific_reason","Evidence of harm","scientific_reason"
"349","NCT01954082",1760,638,TRUE,"2014/04/17 00:00:00","2016-06-01",792,"Contrast","Study terminated due to safety concerns; participant follow up will continue until March 2018","scientific_reason","Evidence of harm","scientific_reason"
"350","NCT01614652",478,331,FALSE,"2012/12/01 00:00:00","2017-06-01",1643,"Contrast","Company is closed","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"351","NCT02057991",300,94,FALSE,"2014/01/07 00:00:00","2017-01-01",1096,"Contrast","Insufficient Accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"352","NCT03115385",NA,22,FALSE,"2015/05/30 00:00:00","2016-04-11",317,"Contrast","Funds ended.","non_scientific_reason","Lack of funding","non_scientific_reason"
"353","NCT01302405",64,23,FALSE,"2011/02/01 00:00:00","2015-01-01",1430,"Contrast","closing due to low enrollment, no safety issues","non_scientific_reason","Low accrual rate","non_scientific_reason"
"354","NCT01153919",36,27,FALSE,"2010/06/30 00:00:00","2014-07-14",1475,"Contrast","Approval of several new agents for the treatment of HCV infection would mitigate the future need for interferon HCV treatment","scientific_reason","External evidence","scientific_reason"
"355","NCT01801046",35,10,FALSE,"2013/03/06 00:00:00","2017-07-27",1604,"Contrast","Insufficient Accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"356","NCT01238965",50,7,FALSE,"2010/10/01 00:00:00","2015-06-01",1704,"Contrast","Adverse Events","scientific_reason","Evidence of harm","scientific_reason"
"357","NCT00556907",116,22,FALSE,"2007/10/01 00:00:00","2013-12-01",2253,"Contrast","Lack of Funding","non_scientific_reason","Lack of funding","non_scientific_reason"
"358","NCT01469338",50,9,FALSE,"2012/07/01 00:00:00","2014-10-01",822,"Contrast","lack of funding","non_scientific_reason","Lack of funding","non_scientific_reason"
"359","NCT02967380",NA,14,FALSE,"2011/12/14 00:00:00","2014-05-01",882,"Contrast","Insufficient Accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"360","NCT02270684",50,4,TRUE,"2015/05/01 00:00:00","2016-01-01",245,"Contrast","Recruitment and retention difficulties","non_scientific_reason","Low accrual rate","non_scientific_reason"
"361","NCT01866423",50,4,TRUE,"2013/10/25 00:00:00","2015-10-01",730,"Contrast","Not progressing toward scientific goals","scientific_reason","Evidence of futility","scientific_reason"
"362","NCT01518465",30,13,FALSE,"2012/01/09 00:00:00","2016-12-31",1818,"Contrast","Insufficient Accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
"363","NCT02370264",150,36,FALSE,"2012/10/01 00:00:00","2015-09-02",1066,"Contrast","Study not progressing toward scientific goals","scientific_reason","Evidence of futility","scientific_reason"
"364","NCT02127892",15,9,TRUE,"2007/01/02 00:00:00","2016-08-01",3499,"Contrast","Closed due to slow accrual. Nine subjects enrolled over 7 years.","non_scientific_reason","Low accrual rate","non_scientific_reason"
"365","NCT03104816",128,28,TRUE,"2016/10/01 00:00:00","2017-10-01",365,"Contrast","Could not get an approval from Department Reviewer for the study continuation.","non_scientific_reason","Administrative, logistical, or technical issues","non_scientific_reason"
"366","NCT01649258",39,29,FALSE,"2012/09/04 00:00:00","2017-09-04",1826,"Contrast","Lack of Efficacy","scientific_reason","Evidence of futility","scientific_reason"
"367","NCT02067884",50,34,FALSE,"2013/12/19 00:00:00","2016-09-25",1011,"Contrast","Slow accrual","non_scientific_reason","Low accrual rate","non_scientific_reason"
